caption,mean,precision,votes,not_funny,somewhat_funny,funny,cleaned_caption_v2,contest_id,tokens,occupations,topic
Please tell Her Majesty Queen Cleopatra that all the reporters have left.,1.0,0.1543033499620919,7,7,0,0,please tell her majesty queen cleopatra that all the reporters have left,2,"['please', 'tell', 'her', 'majesty', 'queen', 'cleopatra', 'that', 'all', 'the', 'reporters', 'have', 'left']",{'reporter'},0
This is the last time I take the advice of a columnist at Cosmopolitan.,1.0555555555555556,0.0571661950475029,18,17,1,0,this is the last time i take the advice of a columnist at cosmopolitan,4,"['this', 'is', 'the', 'last', 'time', 'i', 'take', 'the', 'advice', 'of', 'a', 'columnist', 'at', 'cosmopolitan']",{'columnist'},0
"my feminist blogger girlfriend got it for me..it reminds rich, white men to consider their privilege... kind of flipping the narrative that the fundamental building blocks of society are on our side...",1.0,0.408248290463863,3,3,0,0,my feminist blogger girlfriend got it for me it reminds rich white men to consider their privilege kind of flipping the narrative that the fundamental building blocks of society are on our side,6,"['my', 'feminist', 'blogger', 'girlfriend', 'got', 'it', 'for', 'me', 'it', 'reminds', 'rich', 'white', 'men', 'to', 'consider', 'their', 'privilege', 'kind', 'of', 'flipping', 'the', 'narrative', 'that', 'the', 'fundamental', 'building', 'blocks', 'of', 'society', 'are', 'on', 'our', 'side']",{'blogger'},3
She's one of our embedded journalists...,1.72,0.0839562305528818,75,33,30,12,she is one of our embedded journalists,9,"['she', 'is', 'one', 'of', 'our', 'embedded', 'journalists']",{'journalist'},0
The new NRA publicists are on to something.,1.1875,0.1007782218537318,16,13,3,0,the new nra publicists are on to something,9,"['the', 'new', 'nra', 'publicists', 'are', 'on', 'to', 'something']",{'publicist'},-1
"He may be crazy, but I tell you, embedded journalists get all the chicks.",1.1333333333333333,0.0908513525158996,15,13,2,0,he may be crazy but i tell you embedded journalists get all the chicks,9,"['he', 'may', 'be', 'crazy', 'but', 'i', 'tell', 'you', 'embedded', 'journalists', 'get', 'all', 'the', 'chicks']",{'journalist'},0
HE'S ONE OF THE BRAVEST DOCUMENTARY JOURNALISTS I KNOW.,1.0,0.0953462589245592,11,11,0,0,he is one of the bravest documentary journalists i know,9,"['he', 'is', 'one', 'of', 'the', 'bravest', 'documentary', 'journalists', 'i', 'know']",{'journalist'},-1
"I don't just have a caddy. There's my coach, publicist, and therapist as well.",1.0952380952380951,0.0656383273909058,21,19,2,0,i do not just have a caddy there is my coach publicist and therapist as well,11,"['i', 'do', 'not', 'just', 'have', 'a', 'caddy', 'there', 'is', 'my', 'coach', 'publicist', 'and', 'therapist', 'as', 'well']","{'caddy', 'publicist'}",-1
"""Sir, the reporters are anxious to meet the next president of the United States"".",1.208955223880597,0.0543757528073646,67,54,12,1,sir the reporters are anxious to meet the next president of the united states,12,"['sir', 'the', 'reporters', 'are', 'anxious', 'to', 'meet', 'the', 'next', 'president', 'of', 'the', 'united', 'states']","{'president', 'reporter'}",0
"It's the folk from Publishers Clearing House, Sir. I told them you were busy.",1.1176470588235294,0.0603717816405515,51,47,2,2,it is the folk from publishers clearing house sir i told them you were busy,12,"['it', 'is', 'the', 'folk', 'from', 'publishers', 'clearing', 'house', 'sir', 'i', 'told', 'them', 'you', 'were', 'busy']",{'publisher'},1
"Sir, it's a blogger at the castle door requesting your comment about ""synthetic biology.""",1.069767441860465,0.0393095002199309,43,40,3,0,sir it is a blogger at the castle door requesting your comment about synthetic biology,12,"['sir', 'it', 'is', 'a', 'blogger', 'at', 'the', 'castle', 'door', 'requesting', 'your', 'comment', 'about', 'synthetic', 'biology']",{'blogger'},0
Now I understand why Publishers Clearinghouse only talks about their GRAND prize.,1.4660194174757282,0.070103040721535,103,68,22,13,now i understand why publishers clearinghouse only talks about their grand prize,13,"['now', 'i', 'understand', 'why', 'publishers', 'clearinghouse', 'only', 'talks', 'about', 'their', 'grand', 'prize']",{'publisher'},1
"""Don't worry, I have Trump's publicist. It'll sound bigger than it is. You're gonna love it.",1.0857142857142856,0.0480096028809603,35,32,3,0,do not worry i have trump s publicist it will sound bigger than it is you are going to love it,14,"['do', 'not', 'worry', 'i', 'have', 'trump', 's', 'publicist', 'it', 'will', 'sound', 'bigger', 'than', 'it', 'is', 'you', 'are', 'going', 'to', 'love', 'it']",{'publicist'},2
Having a great publicist is only part of the equation,1.2884615384615383,0.0743830251841733,52,39,11,2,having a great publicist is only part of the equation,15,"['having', 'a', 'great', 'publicist', 'is', 'only', 'part', 'of', 'the', 'equation']",{'publicist'},-1
"Congratulations, you have just won the Publishers Clearing House Sweepstakes!",1.3,0.068478212131474,60,44,14,2,congratulations you have just won the publishers clearing house sweepstakes,16,"['congratulations', 'you', 'have', 'just', 'won', 'the', 'publishers', 'clearing', 'house', 'sweepstakes']",{'publisher'},-1
Congratulations! You've just won the Publishers Clearing House $10 Million prize!,1.25,0.0775015709937128,56,46,6,4,congratulations you have just won the publishers clearing house 10 million prize,16,"['congratulations', 'you', 'have', 'just', 'won', 'the', 'publishers', 'clearing', 'house', '10', 'million', 'prize']",{'publisher'},1
I'm with the Publishers Clearing House Prize Patrol.,1.1555555555555554,0.0775610255371816,45,41,1,3,i am with the publishers clearing house prize patrol,16,"['i', 'am', 'with', 'the', 'publishers', 'clearing', 'house', 'prize', 'patrol']",{'publisher'},1
Welcome To Publishers Weekly.,1.0731707317073171,0.0411754707710588,41,38,3,0,welcome to publishers weekly,16,"['welcome', 'to', 'publishers', 'weekly']",{'publisher'},1
tHE ENTIRE BOARD OF EDITORS OF THE NY TIMES WELCOMES YOU TO OUR QUADRENNIAL PRO-ISRAEL LUNCHEON AND ROUND-TABLE.,1.1428571428571428,0.1043281061914602,21,19,1,1,the entire board of editors of the ny times welcomes you to our quadrennial pro israel luncheon and round table,17,"['the', 'entire', 'board', 'of', 'editors', 'of', 'the', 'ny', 'times', 'welcomes', 'you', 'to', 'our', 'quadrennial', 'pro', 'israel', 'luncheon', 'and', 'round', 'table']",{'editor'},-1
Nessie has a few words to say to our gossip columnist,1.2134831460674158,0.0541248276148852,89,74,11,4,nessie has a few words to say to our gossip columnist,23,"['nessie', 'has', 'a', 'few', 'words', 'to', 'say', 'to', 'our', 'gossip', 'columnist']",{'columnist'},-1
Reporters deliver some shocking news!,1.0606060606060606,0.029595468994133,66,62,4,0,reporters deliver some shocking news,23,"['reporters', 'deliver', 'some', 'shocking', 'news']",{'reporter'},-1
"Did you just say ""James Thurber?"" (Note to editors: please add this link: http://www.cbsnews.com/pictures/60-minutes-favorite-new-yorker-cartoons/42/ or, even better, a newyorker.com link to The Seal in the Bedroom, if one is available)",1.178082191780822,0.0491265634505708,73,61,11,1,did you just say james thurber note to editors please add this link http www cbsnews com pictures 60 minutes favorite new yorker cartoons 42 or even better a newyorker com link to the seal in the bedroom if one is available,24,"['did', 'you', 'just', 'say', 'james', 'thurber', 'note', 'to', 'editors', 'please', 'add', 'this', 'link', 'http', 'www', 'cbsnews', 'com', 'pictures', '60', 'minutes', 'favorite', 'new', 'yorker', 'cartoons', '42', 'or', 'even', 'better', 'a', 'newyorker', 'com', 'link', 'to', 'the', 'seal', 'in', 'the', 'bedroom', 'if', 'one', 'is', 'available']",{'editor'},-1
I understand the Wall Street Journal is sending their top reporters and cameramen.,1.0833333333333333,0.040314953903908,48,44,4,0,i understand the wall street journal is sending their top reporters and cameramen,33,"['i', 'understand', 'the', 'wall', 'street', 'journal', 'is', 'sending', 'their', 'top', 'reporters', 'and', 'cameramen']",{'reporter'},0
Look at these descendants of Trump mocking at us as if we are disabled reporters!,1.1153846153846154,0.0524932384775108,52,47,4,1,look at these descendants of trump mocking at us as if we are disabled reporters,34,"['look', 'at', 'these', 'descendants', 'of', 'trump', 'mocking', 'at', 'us', 'as', 'if', 'we', 'are', 'disabled', 'reporters']",{'reporter'},-1
Is this going to happen to all of the journalists or just those in New York?,1.448,0.0637090159214331,125,85,24,16,is this going to happen to all of the journalists or just those in new york,37,"['is', 'this', 'going', 'to', 'happen', 'to', 'all', 'of', 'the', 'journalists', 'or', 'just', 'those', 'in', 'new', 'york']",{'journalist'},0
Our policy is to restrain our editors to ensure thinking precedes any actions.,1.2592592592592593,0.0602919281337026,81,64,13,4,our policy is to restrain our editors to ensure thinking precedes any actions,37,"['our', 'policy', 'is', 'to', 'restrain', 'our', 'editors', 'to', 'ensure', 'thinking', 'precedes', 'any', 'actions']",{'editor'},-1
I guess it was just a matter of time before the editors here at Mad Magazine recognized the obvious.,1.2054794520547945,0.0583868121120749,73,61,9,3,i guess it was just a matter of time before the editors here at mad magazine recognized the obvious,37,"['i', 'guess', 'it', 'was', 'just', 'a', 'matter', 'of', 'time', 'before', 'the', 'editors', 'here', 'at', 'mad', 'magazine', 'recognized', 'the', 'obvious']",{'editor'},3
What kind of columnist did you think we were looking for?,1.3195876288659794,0.064792809742147,97,75,13,9,what kind of columnist did you think we were looking for,38,"['what', 'kind', 'of', 'columnist', 'did', 'you', 'think', 'we', 'were', 'looking', 'for']",{'columnist'},0
"Thanks for coming to this press conference. In the interest of time, only the first seven rows of reporters can ask questions.",1.3195876288659794,0.0577840952604819,97,71,21,5,thanks for coming to this press conference in the interest of time only the first seven rows of reporters can ask questions,38,"['thanks', 'for', 'coming', 'to', 'this', 'press', 'conference', 'in', 'the', 'interest', 'of', 'time', 'only', 'the', 'first', 'seven', 'rows', 'of', 'reporters', 'can', 'ask', 'questions']",{'reporter'},0
Welcome to all journalists who will fly with me on Airforce one!,1.2439024390243902,0.0615003019940933,82,67,10,5,welcome to all journalists who will fly with me on airforce one,38,"['welcome', 'to', 'all', 'journalists', 'who', 'will', 'fly', 'with', 'me', 'on', 'airforce', 'one']",{'journalist'},0
"I once was a journalist in America, and this is how it ended.",1.0714285714285714,0.0430730492253947,56,53,2,1,i once was a journalist in america and this is how it ended,41,"['i', 'once', 'was', 'a', 'journalist', 'in', 'america', 'and', 'this', 'is', 'how', 'it', 'ended']",{'journalist'},0
"Editors: PLEASE de-enter my caption entry for last week: ""The Trumpet did sound."" THANK YOU!",1.094017094017094,0.0342983777805445,117,109,5,3,editors please de enter my caption entry for last week the trumpet did sound thank you,42,"['editors', 'please', 'de', 'enter', 'my', 'caption', 'entry', 'for', 'last', 'week', 'the', 'trumpet', 'did', 'sound', 'thank', 'you']",{'editor'},-1
Don't bite on fake reporters.,1.1666666666666667,0.0559454238864459,72,63,6,3,do not bite on fake reporters,43,"['do', 'not', 'bite', 'on', 'fake', 'reporters']",{'reporter'},0
before the editors dumbed it down....,1.1095890410958904,0.0416627570568371,73,66,6,1,before the editors dumbed it down,45,"['before', 'the', 'editors', 'dumbed', 'it', 'down']",{'editor'},3
"""You sure it's gluten free?"" The word ""sure"" should be emphasized as your editors see fit.",1.0857142857142856,0.0393679733569667,70,65,4,1,you sure it is gluten free the word sure should be emphasized as your editors see fit,45,"['you', 'sure', 'it', 'is', 'gluten', 'free', 'the', 'word', 'sure', 'should', 'be', 'emphasized', 'as', 'your', 'editors', 'see', 'fit']",{'editor'},3
Loser reporters say I act like a baby--Liars! Sad!,1.2357142857142858,0.0460246083309337,140,115,17,8,loser reporters say i act like a baby liars sad,46,"['loser', 'reporters', 'say', 'i', 'act', 'like', 'a', 'baby', 'liars', 'sad']",{'reporter'},0
So that's what retired cartoon editors do.,1.2816901408450705,0.0472669243758879,142,110,24,8,so that is what retired cartoon editors do,48,"['so', 'that', 'is', 'what', 'retired', 'cartoon', 'editors', 'do']",{'editor'},-1
We're between Cartoon Editors.,1.2272727272727273,0.0717026126093514,44,35,8,1,we are between cartoon editors,50,"['we', 'are', 'between', 'cartoon', 'editors']",{'editor'},-1
Not just a publicist. I'm a spin doctor.,1.1714285714285717,0.076539815373013,35,30,4,1,not just a publicist i am a spin doctor,51,"['not', 'just', 'a', 'publicist', 'i', 'am', 'a', 'spin', 'doctor']","{'publicist', 'doctor'}",2
"He was told assertive women are viewed as bossy. He was warned that mansplaining isn't appreciated. Still, Steve persisted in tweeting ""Not all men.."" at every female journalist he could find.",1.0476190476190477,0.0487950036474266,21,20,1,0,he was told assertive women are viewed as bossy he was warned that mansplaining is not appreciated still steve persisted in tweeting not all men at every female journalist he could find,51,"['he', 'was', 'told', 'assertive', 'women', 'are', 'viewed', 'as', 'bossy', 'he', 'was', 'warned', 'that', 'mansplaining', 'is', 'not', 'appreciated', 'still', 'steve', 'persisted', 'in', 'tweeting', 'not', 'all', 'men', 'at', 'every', 'female', 'journalist', 'he', 'could', 'find']",{'journalist'},0
They're our new cartoon editors.,1.2,0.0619823193306326,60,50,8,2,they are our new cartoon editors,52,"['they', 'are', 'our', 'new', 'cartoon', 'editors']",{'editor'},-1
"I don't get it. Our new team of reporters never asks What, Why, Where and How...only Who.",1.088235294117647,0.0493748270390892,34,31,3,0,i do not get it our new team of reporters never asks what why where and how only who,52,"['i', 'do', 'not', 'get', 'it', 'our', 'new', 'team', 'of', 'reporters', 'never', 'asks', 'what', 'why', 'where', 'and', 'how', 'only', 'who']",{'reporter'},0
"The problem with these stubborn students,Dean, is that they've got the ""who"" down pat, but they'll never be good reporters until they get the ""what"", ""why"", ""where"", and ""when"".",1.0,0.0425628265379374,24,24,0,0,the problem with these stubborn students dean is that they have got the who down pat but they will never be good reporters until they get the what why where and when,52,"['the', 'problem', 'with', 'these', 'stubborn', 'students', 'dean', 'is', 'that', 'they', 'have', 'got', 'the', 'who', 'down', 'pat', 'but', 'they', 'will', 'never', 'be', 'good', 'reporters', 'until', 'they', 'get', 'the', 'what', 'why', 'where', 'and', 'when']","{'reporter', 'dean'}",0
His publicist might have oversold this story.,1.355072463768116,0.0542304526134261,138,101,25,12,his publicist might have oversold this story,54,"['his', 'publicist', 'might', 'have', 'oversold', 'this', 'story']",{'publicist'},2
"I'm Tim, the new embedded journalist.",1.5061728395061729,0.0826330890404025,81,52,17,12,i am tim the new embedded journalist,55,"['i', 'am', 'tim', 'the', 'new', 'embedded', 'journalist']",{'journalist'},0
"I don't care what the editors say. I don't lie down; I lay down. In fact, if I choose, I lay up.",1.0,0.0512989176042577,20,20,0,0,i do not care what the editors say i do not lie down i lay down in fact if i choose i lay up,55,"['i', 'do', 'not', 'care', 'what', 'the', 'editors', 'say', 'i', 'do', 'not', 'lie', 'down', 'i', 'lay', 'down', 'in', 'fact', 'if', 'i', 'choose', 'i', 'lay', 'up']",{'editor'},3
"Ah, you're reporters from the N. Y. Times. Welcome to the White House. Feel free to wander around and ask the administration staff anything you'd like.",1.6585998271391529,0.0240272672237271,1157,651,250,256,ah you are reporters from the n y times welcome to the white house feel free to wander around and ask the administration staff anything you would like,56,"['ah', 'you', 'are', 'reporters', 'from', 'the', 'n', 'y', 'times', 'welcome', 'to', 'the', 'white', 'house', 'feel', 'free', 'to', 'wander', 'around', 'and', 'ask', 'the', 'administration', 'staff', 'anything', 'you', 'would', 'like']",{'reporter'},0
"So I said to President Trump, lets invite a few TV reporters.",1.624,0.0258062790912623,875,481,242,152,so i said to president trump let us invite a few tv reporters,56,"['so', 'i', 'said', 'to', 'president', 'trump', 'let', 'us', 'invite', 'a', 'few', 'tv', 'reporters']","{'president', 'reporter'}",0
You two must be journalists.,1.3366336633663367,0.0617840822250403,101,75,18,8,you two must be journalists,56,"['you', 'two', 'must', 'be', 'journalists']",{'journalist'},0
Let me guess...you're journalists!,1.3103448275862069,0.0618487882523406,87,65,17,5,let me guess you are journalists,56,"['let', 'me', 'guess', 'you', 'are', 'journalists']",{'journalist'},0
I understand you are reporters embedded with the mafia.,1.15,0.0571771874896865,40,34,6,0,i understand you are reporters embedded with the mafia,56,"['i', 'understand', 'you', 'are', 'reporters', 'embedded', 'with', 'the', 'mafia']",{'reporter'},0
"Are you mob informers, or Russian journalists?",1.096774193548387,0.0711629768076314,31,29,1,1,are you mob informers or russian journalists,56,"['are', 'you', 'mob', 'informers', 'or', 'russian', 'journalists']",{'journalist'},0
It's our little way of welcoming cartoon editors.,1.096774193548387,0.0539780662280048,31,28,3,0,it is our little way of welcoming cartoon editors,56,"['it', 'is', 'our', 'little', 'way', 'of', 'welcoming', 'cartoon', 'editors']",{'editor'},3
Installation #1: Journalists; Fake News Award,1.0,0.0540738070435875,19,19,0,0,installation 1 journalists fake news award,56,"['installation', '1', 'journalists', 'fake', 'news', 'award']",{'journalist'},0
Sorry I'm late. Reporters had me cornered in the bushes.,1.0,0.0465242105199235,22,22,0,0,sorry i am late reporters had me cornered in the bushes,57,"['sorry', 'i', 'am', 'late', 'reporters', 'had', 'me', 'cornered', 'in', 'the', 'bushes']",{'reporter'},0
Color commentator is a 24/7 job.,1.0714285714285714,0.049563476177765,28,26,2,0,color commentator is a 24 7 job,60,"['color', 'commentator', 'is', 'a', '24', '7', 'job']",{'commentator'},-1
"Oh look. A large beachball and a small beachball. So unapparent that without color it would be indecipherable. There must be something funny in there somehow. Editors, try again.",1.0416666666666667,0.0425628265379374,24,23,1,0,oh look a large beachball and a small beachball so unapparent that without color it would be indecipherable there must be something funny in there somehow editors try again,60,"['oh', 'look', 'a', 'large', 'beachball', 'and', 'a', 'small', 'beachball', 'so', 'unapparent', 'that', 'without', 'color', 'it', 'would', 'be', 'indecipherable', 'there', 'must', 'be', 'something', 'funny', 'in', 'there', 'somehow', 'editors', 'try', 'again']",{'editor'},3
Journalists who made the mistake of reporting the truth.,1.0,0.0408248290463863,25,25,0,0,journalists who made the mistake of reporting the truth,63,"['journalists', 'who', 'made', 'the', 'mistake', 'of', 'reporting', 'the', 'truth']",{'journalist'},-1
"They want a car, driver and $100,000 in small bills by 5 o'clock. Oh, and a new publicist. They're tired of this ""everything's a hornet's nest"" business.",1.1764705882352942,0.0786538733437084,34,29,4,1,they want a car driver and 100 000 in small bills by 5 of the clock oh and a new publicist they are tired of this everything s a hornet s nest business,64,"['they', 'want', 'a', 'car', 'driver', 'and', '100', '000', 'in', 'small', 'bills', 'by', '5', 'of', 'the', 'clock', 'oh', 'and', 'a', 'new', 'publicist', 'they', 'are', 'tired', 'of', 'this', 'everything', 's', 'a', 'hornet', 's', 'nest', 'business']","{'driver', 'publicist'}",-1
"Honey, we are both journalists, but I think this is one time I can really say it's none of your beeswax.",1.0454545454545454,0.0465242105199235,22,21,1,0,honey we are both journalists but i think this is one time i can really say it is none of your beeswax,64,"['honey', 'we', 'are', 'both', 'journalists', 'but', 'i', 'think', 'this', 'is', 'one', 'time', 'i', 'can', 'really', 'say', 'it', 'is', 'none', 'of', 'your', 'beeswax']",{'journalist'},0
I'll be honest - I wasn't sure what a publicist did before I hired her.,1.5634118967452302,0.024167685234397,891,511,258,122,i will be honest i was not sure what a publicist did before i hired her,66,"['i', 'will', 'be', 'honest', 'i', 'was', 'not', 'sure', 'what', 'a', 'publicist', 'did', 'before', 'i', 'hired', 'her']",{'publicist'},2
These food bloggers are getting out of hand.,1.3115577889447236,0.0417509934209673,199,150,36,13,these food bloggers are getting out of hand,66,"['these', 'food', 'bloggers', 'are', 'getting', 'out', 'of', 'hand']",{'blogger'},-1
The deep dish comes with reporters.,1.2573529411764706,0.0466717125299745,136,108,21,7,the deep dish comes with reporters,66,"['the', 'deep', 'dish', 'comes', 'with', 'reporters']",{'reporter'},0
My publicist ordered us the pizzarazzi.,1.255639097744361,0.0408584898468625,133,101,30,2,my publicist ordered us the pizzarazzi,66,"['my', 'publicist', 'ordered', 'us', 'the', 'pizzarazzi']",{'publicist'},2
The lasagna needs a better publicist.,1.2156862745098038,0.0454222643288111,102,82,18,2,the lasagna needs a better publicist,66,"['the', 'lasagna', 'needs', 'a', 'better', 'publicist']",{'publicist'},2
Did you order food from Publishers Clearing House?,1.1470588235294117,0.0524413041271576,68,60,6,2,did you order food from publishers clearing house,66,"['did', 'you', 'order', 'food', 'from', 'publishers', 'clearing', 'house']",{'publisher'},-1
Food bloggers are getting out of hand.,1.1090909090909091,0.0497314489902673,55,50,4,1,food bloggers are getting out of hand,66,"['food', 'bloggers', 'are', 'getting', 'out', 'of', 'hand']",{'blogger'},-1
"They're not real journalists, just pizzarazzi",1.051282051282051,0.0357815751243261,39,37,2,0,they are not real journalists just pizzarazzi,66,"['they', 'are', 'not', 'real', 'journalists', 'just', 'pizzarazzi']",{'journalist'},0
You shouldn't have told the reporters where we are having dinner,1.0285714285714285,0.0289885517826224,35,34,1,0,you should not have told the reporters where we are having dinner,66,"['you', 'should', 'not', 'have', 'told', 'the', 'reporters', 'where', 'we', 'are', 'having', 'dinner']",{'reporter'},0
Pizza is free only if 20 reporters or less.,1.0,0.0377425678048198,27,27,0,0,pizza is free only if 20 reporters or less,66,"['pizza', 'is', 'free', 'only', 'if', '20', 'reporters', 'or', 'less']",{'reporter'},-1
"That food journalist has gone too far. The pizza may be ambrosial, but I didn't expect the paparazzi.",1.0,0.0363696483726653,28,28,0,0,that food journalist has gone too far the pizza may be ambrosial but i did not expect the paparazzi,66,"['that', 'food', 'journalist', 'has', 'gone', 'too', 'far', 'the', 'pizza', 'may', 'be', 'ambrosial', 'but', 'i', 'did', 'not', 'expect', 'the', 'paparazzi']",{'journalist'},0
I see the Trump Administration has begun their new policy for White House reporters,1.685459940652819,0.0290697868465634,674,331,224,119,i see the trump administration has begun their new policy for white house reporters,71,"['i', 'see', 'the', 'trump', 'administration', 'has', 'begun', 'their', 'new', 'policy', 'for', 'white', 'house', 'reporters']",{'reporter'},0
"""Fake News"" journalist.",1.0454545454545454,0.0465242105199235,22,21,1,0,fake news journalist,71,"['fake', 'news', 'journalist']",{'journalist'},0
